"","DepMap_ID","stripped_cell_line_name","CCLE_Name","Alias","COSMICID","sex","source","Achilles_n_replicates","cell_line_NNMD","culture_type","culture_medium","cas9_activity","RRID","sample_collection_site","primary_or_metastasis","primary_disease","Subtype","age","Sanger_Model_ID","WTSI_Master_Cell_ID","depmap_public_comments","lineage","lineage_subtype","lineage_sub_subtype","lineage_molecular_subtype","copy_number","abs_CN","mRNA_expression","protein_expression","CERES","p_dep"
"294","ACH-000296","OUMS23","OUMS23_LARGE_INTESTINE","",NA,"Male","HSRRB",3,-3.3181929742576,"","DMEM + 10% FBS","79.1","CVCL_3088","pericardial_effusion","Metastasis","Colon/Colorectal Cancer","Adenocarcinoma",NA,"SIDM00036",NA,"","colorectal","colorectal_adenocarcinoma","","",0.585672850193949,1,5.10768786931437,NA,-0.0267263438879053,0.0140135606891258
"295","ACH-000297","NCIH889","NCIH889_LUNG","",NA,"Female","ATCC",NA,NA,"","","","CVCL_1598","lymph_node","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",69,"",NA,"","lung","SCLC","","",1.27007824077997,4,2.08406426478847,NA,NA,NA
"296","ACH-000298","NCIH2029","NCIH2029_LUNG","",688011,"Female","ATCC",NA,NA,"","","","CVCL_1516","lymph_node","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",69,"SIDM00735",2106,"","lung","SCLC","","",0.62588302670872,1,1.32192809488736,NA,NA,NA
"297","ACH-000299","HNT34","HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","HNT-34",NA,"Female","Academic lab",NA,NA,"","","","CVCL_2071","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",47,"",NA,"","blood","AML","M4","",1.01285678187208,NA,0.0285691521967709,NA,NA,NA
"298","ACH-000300","SLR25","SLR25_KIDNEY","",NA,"Unknown","Academic lab",NA,NA,"","","","CVCL_V611","kidney","Metastasis","Kidney Cancer","Renal Cell Carcinoma",NA,"",NA,"","kidney","renal_cell_carcinoma","","",0.536674847610704,1,1.72246602447109,NA,NA,NA
"299","ACH-000301","LAMA84","LAMA84_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907783,"Female","DSMZ",NA,NA,"","","","CVCL_0388","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Chronic Myelogenous Leukemia (CML), blast crisis",29,"SIDM00346",709,"","blood","CML","blast_crisis","",1.32374355522384,5,0.526068811667588,NA,NA,NA
"300","ACH-000302","SNU1077","SNU1077_ENDOMETRIUM","",NA,"Female","KCLB",2,-4.95769908664176,"","RPMI + 10% FBS","86.8","CVCL_5007","endometrium","Primary","Endometrial/Uterine Cancer","Mullerian Carcinoma",60,"SIDM00166",NA,"","uterus","mullerian_carcinoma","","",1.17820441599109,5,0.298658315564515,NA,-0.020976050377964,0.0126711430340536
"301","ACH-000303","SNU5","SNU5_STOMACH","",908445,"Female","ATCC",1,-3.86995897985255,"","IMDM + 20% FBS","89.1","CVCL_0078","ascites","Metastasis","Gastric Cancer","Adenocarcinoma",33,"SIDM01144",28,"","gastric","gastric_adenocarcinoma","","",1.05093040980789,4,2.84398384404833,NA,NA,NA
"302","ACH-000304","WM115","WM115_SKIN","",909784,"Female","ATCC",2,-2.36870524776163,"Adherent","EMEM + 10% FBS","48.3","CVCL_0040","skin","Metastasis","Skin Cancer","Melanoma",59,"SIDM01000",1000,"","skin","melanoma","","",1.01447186430642,2,2.26603689399532,-0.58113528916939,0.191314502906559,0.000973171951718878
"303","ACH-000305","ECGI10","ECGI10_OESOPHAGUS","",753555,"Male","RIKEN",2,-5.18306390873769,"","RPMI + 10% FBS","92.9","CVCL_1187","lymph_node","","Esophageal Cancer","Squamous Cell Carcinoma",65,"SIDM00278",2138,"","esophagus","esophagus_squamous","","",0.928768725750132,3,0.823749360308273,NA,-0.108575834339806,0.039475907225754
"304","ACH-000306","HS688AT","HS688AT_FIBROBLAST","",NA,"Male","ATCC",NA,NA,"","","","CVCL_0846","fibroblast","Primary","Fibroblast","Skin",69,"",NA,"","fibroblast","fibroblast_skin","","",1.01245328849914,2,3.90977310414164,NA,NA,NA
"305","ACH-000307","PK1","PK1_PANCREAS","",NA,"Male","RIKEN",2,-5.06675882521201,"Adherent","RPMI + 10% FBS","82.5","CVCL_4717","liver","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",NA,"",NA,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.760702838689884,1,3.15055967657538,NA,-0.0584302760959586,0.017400243141643
"306","ACH-000308","EFO21","EFO21_OVARY","",911905,"Female","DSMZ",3,-4.73464886101554,"Adherent","RPMI + 20% FBS + 1mM Sodium pyruvate + 0.1mM NEAA","71.8","CVCL_0029","ascites","Metastasis","Ovarian Cancer","Adenocarcinoma, clear cell",56,"SIDM01052",303,"","ovary","ovary_adenocarcinoma","clear_cell","",1.07633017820603,3,2.17312743348066,NA,0.0510403362854034,0.0046057294978414
"307","ACH-000309","SKLU1","SKLU1_LUNG","",909721,"Female","ATCC",NA,NA,"","","","CVCL_0629","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",60,"SIDM01108",233,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.897086522540134,4,2.9429835981871,NA,NA,NA
"308","ACH-000310","IMR32","IMR32_AUTONOMIC_GANGLIA","",NA,"Male","ATCC",3,-1.93559442327511,"Adherent","EMEM + 10% FBS","60.1","CVCL_0346","abdomen","Metastasis","Neuroblastoma","",1,"SIDM00226",NA,"","peripheral_nervous_system","neuroblastoma","","MYCN_amp",0.957155704531006,2,3.94766615679601,NA,-0.37680477858415,0.263145006034992
"309","ACH-000311","NCIH2122","NCIH2122_LUNG","",722046,"Female","ATCC",4,-3.06037313288723,"Suspension","RPMI + 10% FBS","68.9","CVCL_1531","pleural_effusion","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",46,"SIDM00702",1015,"","lung","NSCLC","NSCLC_adenocarcinoma","",1.12542574809423,3,1.24488705912353,-0.0792027427653262,-0.108342715477881,0.0262261081803534
"310","ACH-000312","SKNBE2","SKNBE2_AUTONOMIC_GANGLIA","",NA,"Male","ATCC",4,-3.30266156490051,"Mixed adherent and suspension","EMEM:F12 (1:1) + 10% FBS","50.9","CVCL_0528","bone_marrow","Metastasis","Neuroblastoma","",2,"SIDM00894",NA,"","peripheral_nervous_system","neuroblastoma","","MYCN_amp",1.05535950118702,2,1.41142624572647,NA,0.00284303696221048,0.0062290118515407
"311","ACH-000313","KMRC3","KMRC3_KIDNEY","",NA,"Male","HSRRB",NA,NA,"","","","CVCL_2985","kidney","Primary","Kidney Cancer","Renal Carcinoma, clear cell",NA,"",NA,"","kidney","renal_cell_carcinoma","clear_cell","",1.01386448612114,2,3.38818953715608,NA,NA,NA
"312","ACH-000314","HCC2108","HCC2108_LUNG","",NA,"Male","KCLB",NA,NA,"","","","CVCL_A352","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",59,"",NA,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.909380883676718,NA,1.89530262133331,NA,NA,NA
"313","ACH-000315","KARPAS422","KARPAS422_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907274,"Female","DSMZ",2,-2.76418229874057,"","RPMI + 20% FBS","76.6","CVCL_1325","pleural_effusion","Metastasis","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",73,"SIDM01008",1973,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",1.01294909656613,2,1.33913738491959,-1.23068420904557,0.299153735559551,0.000234217532800979
"314","ACH-000316","SNU886","SNU886_LIVER","",NA,"Male","KCLB",2,-4.18353763220252,"","RPMI + 10% FBS","83","CVCL_5103","liver","","Liver Cancer","Hepatocellular Carcinoma",57,"",NA,"","liver","hepatocellular_carcinoma","","",1.02707233609044,2,2.86789646399265,NA,-0.0112927911054809,0.0109255285413654
"315","ACH-000317","TUHR14TKB","TUHR14TKB_KIDNEY","",NA,"Male","RIKEN",2,-3.23376886724793,"Adherent","RPMI + 10% FBS","63","CVCL_5953","kidney","Primary","Kidney Cancer","Renal Cell Carcinoma",NA,"",NA,"","kidney","renal_cell_carcinoma","","",1.06606306241926,2,1.16992500144231,NA,-0.131549641987027,0.0366509277788652
"316","ACH-000318","TE10","TE10_OESOPHAGUS","",753622,"Male","RIKEN",2,-3.47154021250835,"","DMEM + 10% FBS","90.1","CVCL_1760","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",NA,"SIDM00349",1561,"","esophagus","esophagus_squamous","","",1.04395535486167,2,2.47508488294878,0.637021996756877,0.079130137725756,0.00190019832733429
"317","ACH-000319","MPP89","MPP89_PLEURA","",908150,"Male","ICLC",2,-4.00918026083376,"","DMEM + 10% FBS","55.8","CVCL_1427","pleural_effusion","","Lung Cancer","Mesothelioma",67,"SIDM00222",2255,"","lung","mesothelioma","","",1.27264139854684,3,4.28169825009883,NA,-0.157424722183178,0.0503644101839657
"318","ACH-000320","PSN1","PSN1_PANCREAS","GR-M",910546,"Male","ECACC",4,-2.32716645380121,"Adherent","RPMI + 10% FBS + 2mM Glutamine","78.9","CVCL_1644","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",NA,"SIDM00469",560,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.792337691700994,2,3.78764141448333,NA,-0.244761416982928,0.0869707262368856
"319","ACH-000321","MOLM6","MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"Male","DSMZ",NA,NA,"","","","CVCL_2122","haematopoietic_and_lymphoid_tissue","","Leukemia","Chronic Myelogenous Leukemia (CML), blast crisis",44,"",NA,"","blood","CML","blast_crisis","",1.25082574267773,3,0.0285691521967709,NA,NA,NA
"320","ACH-000322","HT144","HT144_SKIN","",907067,"Male","ATCC",2,-3.27156035038492,"Adherent","McCoy's 5A + 10% FBS","49.5","CVCL_0318","skin","Metastasis","Skin Cancer","Melanoma",29,"SIDM00695",1193,"","skin","melanoma","","",0.781222577333756,2,1.67355642399014,NA,0.247093286619037,0.000114489779217516
"321","ACH-000323","42MGBA","42MGBA_CENTRAL_NERVOUS_SYSTEM","",687561,"Male","DSMZ",2,-3.90462399411266,"Adherent","RPMI:EMEM (1:1) + 20% FBS","72.6","CVCL_1798","central_nervous_system","Primary","Brain Cancer","Astrocytoma",63,"SIDM00982",1465,"","central_nervous_system","glioma","astrocytoma","",0.917302097452936,1,4.03210084316702,NA,0.0273333496858314,0.00537314684767202
"322","ACH-000324","JHOC5","JHOC5_OVARY","",NA,"Female","RIKEN",3,-3.39591009608535,"","DMEM:F12 (1:1) + 10% FBS + 0.1mM NEAA","82.1","CVCL_4640","ovary","Primary","Ovarian Cancer","Adenocarcinoma, clear cell",NA,"",NA,"","ovary","ovary_adenocarcinoma","clear_cell","",1.2123533426012,4,0.495695162624069,NA,-0.00677657842792161,0.00756646965665582
"323","ACH-000325","SNU620","SNU620_STOMACH","",NA,"Female","KCLB",2,-3.81766432155569,"","RPMI + 10% heat inactivated FBS + 300mg/L L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate","84","CVCL_5079","ascites","Metastasis","Gastric Cancer","Adenocarcinoma",59,"",NA,"","gastric","gastric_adenocarcinoma","","",1.36404107499866,5,7.29471263736915,NA,NA,NA
"324","ACH-000326","JURLMK1","JURLMK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1327771,"Male","DSMZ",2,-4.56022606982355,"","RPMI + 10% FBS","41.8","CVCL_2086","haematopoietic_and_lymphoid_tissue","","Leukemia","Chronic Myelogenous Leukemia (CML), blast crisis",73,"SIDM01015",1807,"","blood","CML","blast_crisis","",1.00022501754529,2,0.613531652917927,NA,-0.0431549509925599,0.0197878519920139
"325","ACH-000327","NCIH1395","NCIH1395_LUNG","",684681,"Female","ATCC",0,-0.183441365043016,"","","","CVCL_1467","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",55,"SIDM00644",1826,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.840434322558542,2,2.78031009904338,NA,NA,NA
"326","ACH-000328","LN215","LN215_CENTRAL_NERVOUS_SYSTEM","",NA,"Female","Academic lab",NA,NA,"","","","CVCL_3954","central_nervous_system","","Brain Cancer","Glioblastoma",NA,"",NA,"","central_nervous_system","glioma","glioblastoma","",0.827968701106582,NA,1.92599941855622,NA,NA,NA
"327","ACH-000329","CCFSTTG1","CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","",906823,"Female","ATCC",2,-4.12358468630559,"Adherent","RPMI + 10% FBS","81.5","CVCL_1118","central_nervous_system","Primary","Brain Cancer","Astrocytoma",68,"SIDM00131",876,"","central_nervous_system","glioma","astrocytoma","",1.00864122490962,2,3.96716860753263,NA,-0.00124810545025442,0.00896313817237781
"328","ACH-000330","EFM19","EFM19_BREAST","",906851,"Female","DSMZ",2,-2.87908975188193,"","RPMI + 10% FBS","68","CVCL_0253","pleural_effusion","Metastasis","Breast Cancer","Breast Ductal Carcinoma",50,"SIDM01056",1786,"","breast","breast_ductal_carcinoma","ERpos_HER2neg","luminal",0.410515293900139,1,4.22727899446832,0.536627598913321,0.167436877825457,0.000659317065294495
"329","ACH-000331","ISTMES2","ISTMES2_PLEURA","IST-MES-2",NA,"Male","ICLC",2,-4.14125884925523,"Adherent","DMEM + 10% FBS + 2mM L-glutamine + NEAA","63.8","CVCL_1312","pleural_effusion","","Lung Cancer","Mesothelioma",71,"",NA,"","lung","mesothelioma","","",0.616302960193675,1,3.30742852519225,NA,-0.15956739717762,0.0383429473279329
"330","ACH-000332","YAPC","YAPC_PANCREAS","",909904,"Male","DSMZ",4,-4.12883092222641,"Adherent","RPMI + 10% FBS","93","CVCL_1794","ascites","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",43,"SIDM00411",895,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.734536867861289,2,3.90207357931074,NA,-0.00426878809974438,0.0096505248584402
"331","ACH-000333","JHOM2B","JHOM2B_OVARY","",NA,"Female","RIKEN",NA,NA,"","","","CVCL_4645","ovary","Primary","Ovarian Cancer","Adenocarcinoma, mucinous",NA,"",NA,"","ovary","ovary_adenocarcinoma","mucinous","",0.597367663055987,1,5.12142990894896,NA,NA,NA
"332","ACH-000334","DB","DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",906832,"Male","ATCC",2,-2.46346504054815,"Suspension","RPMI + 10% FBS","58.8","CVCL_1168","ascites","Metastasis","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",45,"SIDM00886",1185,"","lymphocyte","non_hodgkin_lymphoma","DLBCL","",1.08842400726744,4,0.0840642647884745,NA,0.0831385463386183,0.00512161085802618
"333","ACH-000335","MSTO211H","MSTO211H_PLEURA","",908152,"Male","ATCC",2,-2.29938898325282,"Adherent","RPMI + 10% FBS","80.5","CVCL_1430","pleural_effusion","Metastasis","Lung Cancer","Mesothelioma",62,"SIDM00640",209,"","lung","mesothelioma","","",0.861178990014318,2,3.07382023329167,-0.502167295347056,-0.213393385620064,0.0678398338285727
"334","ACH-000336","OCIAML3","OCIAML3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1290455,"Male","DSMZ",2,-1.98916065579051,"","AlphaMEM + 20% FBS","51.6","CVCL_1844","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Myelogenous Leukemia (AML), M4 (Myelomonocytic)",57,"SIDM00462",355,"","blood","AML","M4","",1.24073409341278,3,3.42223300068305,NA,0.0869160356250261,0.00444168602572521
"335","ACH-000337","NCIH3122","NCIH3122_LUNG","",1240190,"Unknown","Academic lab",2,-2.76584090480424,"not found","not found","81.5","CVCL_5160","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00137",918,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.64260076162427,NA,2.01435529297707,NA,0.074072196298072,0.00311458623382869
"336","ACH-000338","SR786","SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SR",905965,"Male","DSMZ",0,-1.13397132748328,"","","","","pleural_effusion","Primary","Lymphoma","T-cell, Non-Hodgkins, Anaplastic Large Cell (ALCL)",11,"SIDM00096",794,"","lymphocyte","non_hodgkin_lymphoma","t_cell_ALCL","",1.11542045304216,4,0.0976107966264223,NA,NA,NA
"337","ACH-000339","HCC461","HCC461_LUNG","",NA,"Male","Academic lab",3,-4.8402382266313,"not found","not found","93.1","CVCL_5135","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"",NA,"","lung","NSCLC","NSCLC_adenocarcinoma","",0.884988125180733,NA,3.8073549220576,NA,-0.0607199377847804,0.0139346635024447
"338","ACH-000340","HS870T","HS870T_FIBROBLAST","",NA,"Male","ATCC",NA,NA,"","","","CVCL_0966","fibroblast","","Fibroblast","Bone",NA,"",NA,"","fibroblast","fibroblast_bone","","",1.00549291721676,2,3.31469652565629,NA,NA,NA
"339","ACH-000341","SKNFI","SKNFI_AUTONOMIC_GANGLIA","",688087,"Male","ATCC",2,-2.19327977555977,"Adherent","DMEM + 10% FBS + NEAA","31","CVCL_1702","bone_marrow","Metastasis","Neuroblastoma","",11,"SIDM01099",227,"","peripheral_nervous_system","neuroblastoma","","",0.885210980402654,2,3.83289001416474,NA,0.0264483915157723,0.00616533921805289
"340","ACH-000342","CL14","CL14_LARGE_INTESTINE","",NA,"Male","DSMZ",NA,NA,"","","","CVCL_1979","large_intestine","","Colon/Colorectal Cancer","Adenocarcinoma",NA,"",NA,"","colorectal","colorectal_adenocarcinoma","","",0.950606604727821,2,5.85897561429202,NA,NA,NA
"341","ACH-000343","NCIH522","NCIH522_LUNG","",905944,"Male","ATCC",1,-3.58070768486026,"","RPMI + 10% FBS","73.3","CVCL_1567","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",60,"SIDM00116",1224,"","lung","NSCLC","NSCLC_adenocarcinoma","",1.31772528488486,3,2.12763327972587,-0.638514233493566,-0.114373687643455,0.0344290843449666
"342","ACH-000344","SNU668","SNU668_STOMACH","",NA,"Male","KCLB",1,-3.34518738066508,"","RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate","40.1","CVCL_5081","ascites","Metastasis","Gastric Cancer","Adenocarcinoma",63,"",NA,"","gastric","gastric_adenocarcinoma","diffuse_gastric","",0.853071615196761,1,0.189033824390017,NA,-0.118759818760964,0.0342147603308785
"343","ACH-000345","KPNRTBM1","KPNRTBM1_AUTONOMIC_GANGLIA","",924189,"Female","HSRRB",NA,NA,"","","","CVCL_1339","bone_marrow","Metastasis","Neuroblastoma","",NA,"SIDM00557",852,"","peripheral_nervous_system","neuroblastoma","","MYCN_amp",1.00493290463593,2,3.02502879449152,NA,NA,NA
"344","ACH-000346","JVM3","JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907270,"Male","DSMZ",NA,NA,"","","","CVCL_1320","haematopoietic_and_lymphoid_tissue","","Leukemia","Chronic Lymphoblastic Leukemia (CLL), B-cell",73,"SIDM01012",1632,"","blood","CLL","b_cell","",0.918641844719771,2,0.214124805352847,NA,NA,NA
"345","ACH-000347","QGP1","QGP1_PANCREAS","",1298534,"Male","HSRRB",0,-0.590327292333385,"Adherent","RPMI + 10% FBS","50.2","CVCL_3143","pancreas","Primary","Pancreatic Cancer","Somatostatinoma",61,"SIDM00360",469,"","pancreas","endocrine","somatostatinoma","",0.785849815341932,2,4.86690797814317,-0.497094584952148,NA,NA
"346","ACH-000348","RPMI7951","RPMI7951_SKIN","",910903,"Female","ATCC",2,-6.13559635049202,"Adherent","RPMI + 10% FBS","81.2","CVCL_1666","lymph_node","Metastasis","Skin Cancer","Melanoma",18,"SIDM01087",1909,"","skin","melanoma","","",1.1139861131908,2,5.02502879449152,1.77886851472822,-0.0941268719205824,0.0270835124893581
"347","ACH-000349","HCC1500","HCC1500_BREAST","",1303900,"Female","ATCC",NA,NA,"","","","CVCL_1254","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",32,"SIDM00879",653,"","breast","breast_ductal_carcinoma","ERpos_HER2neg","luminal",2.97718588832892,7,7.29425313644451,3.63545543673324,NA,NA
"348","ACH-000350","COLO678","COLO678_LARGE_INTESTINE","",910689,"Male","DSMZ",3,-2.07827600403503,"Adherent","RPMI + 10% FBS","89.3","CVCL_1129","lymph_node","Metastasis","Colon/Colorectal Cancer","Adenocarcinoma",69,"SIDM00957",2148,"","colorectal","colorectal_adenocarcinoma","","",0.899480371299171,2,5.84549005094437,4.19032039157289,0.14307015926378,0.00142453064907953
"349","ACH-000351","MKN1","MKN1_STOMACH","",908138,"Male","HSRRB",NA,NA,"","","","CVCL_1415","lymph_node","Metastasis","Gastric Cancer","Adenocarcinoma",72,"SIDM00271",1647,"","gastric","gastric_adenocarcinoma","","",0.711811765785646,2,4.42290574261218,1.74570576962267,NA,NA
"350","ACH-000352","HCC1428","HCC1428_BREAST","",1290905,"Female","ATCC",2,-4.71185972910896,"Adherent","RPMI + 10% FBS","92.5","CVCL_1252","pleural_effusion","Metastasis","Breast Cancer","Carcinoma",49,"SIDM00881",1567,"","breast","breast_carcinoma","ERpos_HER2neg","luminal",1.00970341417552,2,5.22958792274065,NA,-0.112337983817449,0.038387574649681
"351","ACH-000353","TE15","TE15_OESOPHAGUS","",753614,"Female","RIKEN",0,-0.57808697848762,"","","","CVCL_1763","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",NA,"SIDM00249",575,"","esophagus","esophagus_squamous","","",0.822680422961811,2,2.01435529297707,NA,NA,NA
"352","ACH-000354","CAPAN1","CAPAN1_PANCREAS","",753624,"Male","ATCC",NA,NA,"","","","CVCL_0237","liver","Metastasis","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",40,"SIDM00934",641,"","pancreas","exocrine","exocrine_adenocarcinoma","",0.900373737126593,2,3.61941301059794,NA,NA,NA
"353","ACH-000355","NCIH82","NCIH82_LUNG","",688031,"Male","ATCC",2,-2.81063439965594,"Adherent","RPMI + 10% FBS","49.2","CVCL_1591","pleural_effusion","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",41,"SIDM01131",1545,"","lung","SCLC","","",1.06952395628941,3,1.57531233068744,NA,0.0360485928758425,0.00902100217218482
"354","ACH-000356","MKN45","MKN45_STOMACH","",925340,"Female","HSRRB",2,-2.32997246617364,"","RPMI + 10% FBS","76.1","CVCL_0434","liver","Metastasis","Gastric Cancer","Adenocarcinoma",62,"SIDM00247",1542,"","gastric","gastric_adenocarcinoma","diffuse_gastric","",0.699237407243268,1,1.38404980679516,NA,-0.0666088553912045,0.0139780363480377
"355","ACH-000357","JEKO1","JEKO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1327765,"Female","DSMZ",0,-0.817895499457581,"","","","CVCL_1865","haematopoietic_and_lymphoid_tissue","","Lymphoma","B-cell, Non-Hodgkins, Mantle Cell",78,"SIDM01038",2118,"","lymphocyte","non_hodgkin_lymphoma","b_cell_mantle_cell","",0.967315339366051,1,0.773996325111173,-0.445558186129273,NA,NA
"356","ACH-000358","NCIH69","NCIH69_LUNG","",688027,"Male","ATCC",NA,NA,"","","","CVCL_1579","pleural_effusion","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",55,"SIDM01121",1016,"","lung","SCLC","","",1.07684866787522,2,5.28466218548316,NA,NA,NA
